Name,Python (out of 3),Machine Learning (out of 3),Natural Language Processing (NLP) (out of 3),Deep Learning (out of 3),Other skills,"Are you available for 3 months, starting immediately, for a full-time work from home internship? ",Degree,Stream,Current Year Of Graduation,Performance_PG,Performance_UG,Performance_12,Performance_10,Overall Match Percentage
,2,1,1,1,"English Proficiency (Written), Artificial intelligence, Business Research, C++ Programming, Computer Vision, Data Structures, Database Management System (DBMS), English Proficiency (Spoken), Git, GitHub, Java, MS-Excel, MS-Office, MS-Word, Mathematics, MySQL, Python, R Programming, Robotic Process Automation (RPA), SQL, Statistics, Tableau, UiPath, Arduino, Business Analysis, C Programming, Data Analytics, Data Science, Deep Learning, Machine Learning, Natural Language Processing (NLP), Research and Analytics, Selenium",24,B.Tech,Computer Science & Engineering In Specialisation With Ai And Robotics,2024,,8.28/10,87.50/87.50,82.60/82.60,100.0
,2,2,1,1,"Creative Writing, Manual Testing, MySQL, SQL, Search Engine Optimization (SEO), Angular 7.0, AngularJS, Business Research, CSS, Data Analytics, Data Science, Data Structures, Database Management System (DBMS), Database Testing, Django, English Proficiency (Spoken), English Proficiency (Written), GUI Testing, Google Analytics, HTML, Java, JavaScript, MS-Excel, MS-PowerPoint, Machine Learning, Microsoft Azure, Node.js, Postman, Python, Quality Assurance/Quality Control (QA/QC), R Programming, ReactJS, Research and Analytics, SCSS, Selenium, Software Testing, Tableau, TypeScript, Amazon Web Services (AWS), Artificial Intelligence, Computer Vision, Deep Learning, GitHub, Hadoop, Linux, Natural Language Processing (NLP), OpenCV, Power BI, Product Management, REST API, Vector Dynamics",24,Integrated M.Sc.,Software Engineering,2025,,8.80/10,90.00/90.00,,100.0
,1,2,1,1,"Machine Learning, Deep Learning, Natural Language Processing (NLP), Power BI, Python, R Programming, SQL, Tableau",24,,Computational Mechanics,2019,,,,,75.0
,2,1,0,0,"Algorithms, Data Structures, Django, English Proficiency (Spoken), English Proficiency (Written), Git, GitHub, Linux, Postman, Python, Amazon Web Services (AWS), Bootstrap, Data Science, FastAPI, JavaScript, Machine Learning, Microsoft Azure, MongoDB, MySQL, Node.js, PostgreSQL, REST API, SQL, Selenium",24,B.Tech,Computer Science,2024,,9.00/10,,,75.0
,2,2,2,0,"HTML, Artificial Intelligence, Data Analytics, Data Science, Flask, JavaScript, Machine Learning, Natural Language Processing (NLP), Python, Image Processing",24,,,0,,,7.90/7.90,,75.0
,2,2,0,0,"C Programming, Data Structures, MS-Excel, Machine Learning, OpenCV, Python, Data Science",24,B.Tech,Computer Science & Engineering,2025,,,82.80/82.80,,100.0
,2,2,0,2,"Data Analytics, Amazon Web Services (AWS), Data Science, Deep Learning, Machine Learning, Python, SQL, Tableau",24,B.Tech,Mechanical Engineering,2021,,,,,75.0
,3,3,2,3,"Deep Learning, Docker, HTML, MS-Office, Machine Learning, Mathematics, Python, Statistics, Algorithms, C++ Programming, Computer Vision, Data Analytics, Data Science, Data Structures, Database Management System (DBMS), Git, Google Cloud Computing, Linux, Natural Language Processing (NLP), SQL, Tableau",24,B.Tech,Computer Science & Engineering,2024,,,,,100.0
,3,1,3,3,"Data Science, Deep Learning, English Proficiency (Spoken), English Proficiency (Written), MS-Excel, MySQL, Natural Language Processing (NLP), Python, SQL, C++ Programming, Data Analytics, Data Structures, Elasticsearch, MongoDB, Power BI, Tableau, Git, Machine Learning",24,B.Tech,Electronics and Communication,2025,,8.77/10,9.40/9.40,,100.0
,2,0,0,0,"C++ Programming, Database Management System (DBMS), Java, JavaScript, Python, C Programming, Data Science",24,B.Tech,Engineering,2024,,,,,75.0
